item_id,layer,source_split,primary_trait,activation_path,hidden_dim,token_position,model_name
commonsense_test_000270,40,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000270_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000270,47,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000270_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000291,32,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000291_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000291,40,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000291_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000291,47,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000291_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000321,32,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000321_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000321,40,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000321_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000321,47,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000321_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000322,32,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000322_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000322,40,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000322_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000322,47,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000322_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000325,32,commonsense,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000325_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000325,40,commonsense,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000325_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000325,47,commonsense,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000325_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000351,32,commonsense,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000351_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000351,40,commonsense,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000351_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000351,47,commonsense,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000351_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000463,32,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000463_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000463,40,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000463_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000463,47,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000463_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000486,32,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000486_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000486,40,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000486_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000486,47,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000486_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000534,32,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000534_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000534,40,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000534_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000534,47,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000534_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000573,32,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000573_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000573,40,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000573_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000573,47,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000573_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000642,32,commonsense,compassion,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000642_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000642,40,commonsense,compassion,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000642_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000642,47,commonsense,compassion,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000642_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000720,32,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000720_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000720,40,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000720_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000720,47,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000720_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000721,32,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000721_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000721,40,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000721_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000721,47,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000721_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000744,32,commonsense,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000744_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000744,40,commonsense,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000744_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000744,47,commonsense,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000744_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000803,32,commonsense,compassion,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000803_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000803,40,commonsense,compassion,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000803_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000803,47,commonsense,compassion,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000803_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000864,32,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000864_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000864,40,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000864_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000864,47,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000864_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000869,32,commonsense,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000869_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000869,40,commonsense,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000869_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000869,47,commonsense,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000869_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000889,32,commonsense,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000889_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000889,40,commonsense,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000889_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000889,47,commonsense,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000889_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000965,32,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000965_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000965,40,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000965_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_000965,47,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_000965_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001032,32,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001032_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001032,40,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001032_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001032,47,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001032_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001221,32,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001221_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001221,40,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001221_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001221,47,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001221_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001222,32,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001222_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001222,40,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001222_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001222,47,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001222_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001293,32,commonsense,compassion,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001293_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001293,40,commonsense,compassion,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001293_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001293,47,commonsense,compassion,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001293_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001344,32,commonsense,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001344_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001344,40,commonsense,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001344_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001344,47,commonsense,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001344_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001402,32,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001402_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001402,40,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001402_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001402,47,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001402_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001417,32,commonsense,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001417_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001417,40,commonsense,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001417_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001417,47,commonsense,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001417_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001426,32,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001426_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001426,40,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001426_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001426,47,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001426_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001483,32,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001483_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001483,40,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001483_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001483,47,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001483_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001498,32,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001498_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001498,40,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001498_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001498,47,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001498_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001511,32,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001511_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001511,40,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001511_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001511,47,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001511_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001644,32,commonsense,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001644_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001644,40,commonsense,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001644_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001644,47,commonsense,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001644_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001650,32,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001650_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001650,40,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001650_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001650,47,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001650_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001702,32,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001702_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001702,40,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001702_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001702,47,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001702_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001813,32,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001813_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001813,40,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001813_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001813,47,commonsense,harmlessness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001813_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001878,32,commonsense,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001878_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001878,40,commonsense,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001878_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_001878,47,commonsense,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_001878_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_002008,32,commonsense,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_002008_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_002008,40,commonsense,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_002008_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_002008,47,commonsense,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_002008_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_002090,32,commonsense,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_002090_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_002090,40,commonsense,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_002090_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_002090,47,commonsense,honesty,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_002090_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_002119,32,commonsense,fairness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_002119_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_002119,40,commonsense,fairness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_002119_layer40.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_002119,47,commonsense,fairness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_002119_layer47.npy,3840,last_prompt_token,google/gemma-3-12b-it
commonsense_test_002179,32,commonsense,fairness,/Users/manouchehrrimer/Desktop/BlueDot_Perona_Vector_Project/outputs/ethics_projection/activations/commonsense_test_002179_layer32.npy,3840,last_prompt_token,google/gemma-3-12b-it
